functional group,A,A_OS,A',A'_OS,A_HOMO-,A_HOMO+,A_IE-,A_IE+,A_LUMO-,A_LUMO+,A_X-,A_X+,A_Z_radii-,A_Z_radii+,A_e_affin-,A_e_affin+,Bi,B_OS,B',B'_OS,B_HOMO-,B_HOMO+,B_IE-,B_IE+,B_LUMO-,B_LUMO+,B_X-,B_X+,B_Z_radii-,B_Z_radii+,B_e_affin-,B_e_affin+,PBE band gap,μ,μĀ,μ𝐵 ̅,t
CaNdCaTaO6,Ca,2,Nd,3,0.39,-3.37,30.05,559.75,0.47,-2.41,0.07,1.07,0.50,3.50,3.52,5.89,Ca,2,Ta,0.06,0.06,-3.71,85.75,675.55,0.80,-2.75,0.25,1.25,0.10,2.90,14.32,16.69,2.97,0.59,0.00,0.13,0.871
CaOsO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Os,4,Os,0.00,0.00,-6.04,0.00,839.40,0.00,-1.22,0.00,2.20,0.00,2.65,0.00,106.00,0.00,0.45,0.00,0.00,0.954
CaPbO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Pb,4,Pb,0.00,0.00,-3.50,0.00,715.50,0.00,-0.64,0.00,2.33,0.00,2.09,0.00,35.10,0.36,0.55,0.00,0.00,0.891
CaPdO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Pd,4,Pd,0.00,0.00,-4.02,0.00,804.70,0.00,-3.35,0.00,2.20,0.00,2.45,0.00,53.70,0.00,0.44,0.00,0.00,0.962
CaPrLiTeO6,Ca,2,Pr,3,0.36,-3.41,33.40,556.40,0.50,-2.45,0.06,1.07,0.74,3.74,4.08,6.45,Li,1,Te,1.54,1.54,-4.41,174.50,694.70,0.27,-0.83,0.56,1.54,0.03,1.64,65.30,124.90,3.45,0.47,0.01,0.07,0.945
CaPrO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Pr,4,Pr,0.00,0.00,-3.06,0.00,523.00,0.00,-2.96,0.00,1.13,0.00,4.48,0.00,10.54,0.40,0.61,0.00,0.00,0.861
CaPtO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Pt,4,Pt,0.00,0.00,-5.28,0.00,868.40,0.00,-0.69,0.00,2.28,0.00,2.70,0.00,205.30,0.00,0.45,0.00,0.00,0.957
CaReO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Re,4,Re,0.00,0.00,-5.38,0.00,760.30,0.00,-5.36,0.00,1.90,0.00,2.68,0.00,5.83,0.00,0.45,0.00,0.00,0.954
CaRuO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Ru,4,Ru,0.00,0.00,-3.58,0.00,711.10,0.00,-0.60,0.00,2.20,0.00,2.61,0.00,101.00,0.00,0.44,0.00,0.00,0.959
CaSiO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Si,4,Si,0.00,0.00,-4.08,0.00,786.50,0.00,-0.46,0.00,1.90,0.00,1.42,0.00,133.60,3.45,0.29,0.00,0.00,1.076
CaSnO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Sn,4,Sn,0.00,0.00,-3.69,0.00,708.60,0.00,-0.54,0.00,1.96,0.00,1.88,0.00,107.30,1.39,0.49,0.00,0.00,0.927
CaSrHf2O6,Ca,2,Sr,2,0.12,-3.65,20.15,569.65,0.33,-1.62,0.03,0.98,0.10,3.11,1.33,3.70,Hf,4,Hf,0.00,0.00,-2.78,0.00,675.40,0.00,-2.77,0.00,1.30,0.00,2.91,0.00,17.00,3.69,0.51,0.04,0.00,0.935
CaSrLaSbO6,Ca,2,Sr,2,0.12,-3.65,20.15,569.65,0.33,-1.62,0.03,0.98,0.10,3.11,1.33,3.70,La,3,Sb,0.97,0.97,-3.86,147.80,685.90,1.16,-1.72,0.47,1.58,0.66,2.42,25.50,75.50,3.11,0.58,0.04,0.15,0.890
CaSrSmSbO6,Ca,2,Sr,2,0.12,-3.65,20.15,569.65,0.33,-1.62,0.03,0.98,0.10,3.11,1.33,3.70,Sm,3,Sb,1.02,1.02,-3.81,145.25,688.45,1.07,-1.63,0.44,1.61,1.19,2.95,42.69,58.32,3.20,0.56,0.04,0.13,0.905
CaTaO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Ta,4,Ta,0.00,0.00,-3.65,0.00,761.30,0.00,-3.55,0.00,1.50,0.00,2.79,0.00,31.00,0.00,0.49,0.00,0.00,0.931
CaTcO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Tc,4,Tc,0.00,0.00,-3.94,0.00,702.40,0.00,-0.87,0.00,1.90,0.00,2.65,0.00,53.00,0.00,0.46,0.00,0.00,0.947
CaTiO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Ti,4,Ti,0.00,0.00,-4.37,0.00,658.00,0.00,-4.23,0.00,1.54,0.00,2.58,0.00,7.60,1.82,0.43,0.00,0.00,0.966
CaTmMoYbO6,Ca,2,Tm,2,0.86,-2.91,3.25,593.05,0.01,-1.94,0.13,1.13,0.30,3.30,48.32,50.69,Mo,5,Yb,0.60,0.60,-3.63,40.75,644.15,1.49,-2.59,0.53,1.63,0.43,3.16,36.97,35.04,0.07,0.53,0.02,0.09,0.914
CaTmReAuO6,Ca,2,Tm,2,0.86,-2.91,3.25,593.05,0.01,-1.94,0.13,1.13,0.30,3.30,48.32,50.69,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.01,0.51,0.02,0.10,0.924
CaTmWGaO6,Ca,2,Tm,2,0.86,-2.91,3.25,593.05,0.01,-1.94,0.13,1.13,0.30,3.30,48.32,50.69,W,5,Ga,0.96,0.96,-3.54,95.60,674.40,1.96,-2.45,0.27,2.09,0.52,2.22,24.30,54.30,0.00,0.44,0.02,0.00,0.968
CaVO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,V,4,V,0.00,0.00,-4.47,0.00,650.30,0.00,-4.36,0.00,1.63,0.00,2.43,0.00,50.70,0.15,0.41,0.00,0.00,0.979
CaWO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,W,4,W,0.00,0.00,-4.51,0.00,770.00,0.00,-4.41,0.00,2.36,0.00,2.74,0.00,78.60,0.02,0.47,0.00,0.00,0.941
CaYbBiScO6,Ca,2,Yb,2,0.37,-3.40,6.80,596.60,0.42,-1.52,0.05,1.05,0.29,3.30,2.15,0.22,Bi,5,Sc,0.64,0.64,-3.93,36.15,667.15,1.25,-1.94,0.33,1.69,0.38,2.37,36.60,54.70,2.16,0.54,0.01,0.01,0.907
CaYbReAuO6,Ca,2,Yb,2,0.37,-3.40,6.80,596.60,0.42,-1.52,0.05,1.05,0.29,3.30,2.15,0.22,Re,5,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.01,0.51,0.01,0.10,0.923
CaYbWGaO6,Ca,2,Yb,2,0.37,-3.40,6.80,596.60,0.42,-1.52,0.05,1.05,0.29,3.30,2.15,0.22,W,5,Ga,0.96,0.96,-3.54,95.60,674.40,1.96,-2.45,0.27,2.09,0.52,2.22,24.30,54.30,0.02,0.44,0.01,0.00,0.966
CaZrO3,Ca,2,Ca,2,0.00,-3.77,0.00,589.80,0.00,-1.95,0.00,1.00,0.00,3.00,0.00,2.37,Zr,4,Zr,0.00,0.00,-3.67,0.00,660.00,0.00,-3.51,0.00,1.33,0.00,2.83,0.00,41.10,3.21,0.51,0.00,0.00,0.914
CdCeO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Ce,4,Ce,0.00,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,0.00,0.62,0.00,0.00,0.844
CdCO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,C,4,C,0.00,0.00,-5.28,0.00,1086.40,0.00,-0.30,0.00,2.55,0.00,0.64,0.00,121.90,0.00,0.11,0.00,0.00,1.228
CdCsWCeO6,Cd,2,Cs,1,1.78,-3.88,246.00,621.70,0.23,-0.95,0.45,1.24,1.05,3.26,56.75,-11.25,W,6,Ce,2.25,2.25,-2.25,121.10,648.90,2.20,-2.20,0.62,1.74,0.88,3.62,14.30,64.30,0.01,0.58,0.20,0.15,0.960
CdCsWDyO6,Cd,2,Cs,1,1.78,-3.88,246.00,621.70,0.23,-0.95,0.45,1.24,1.05,3.26,56.75,-11.25,W,6,Dy,1.00,1.00,-3.51,98.90,671.10,1.08,-3.33,0.57,1.79,0.47,3.20,22.32,56.28,0.00,0.54,0.20,0.11,0.982
CdCsWInO6,Cd,2,Cs,1,1.78,-3.88,246.00,621.70,0.23,-0.95,0.45,1.24,1.05,3.26,56.75,-11.25,W,6,In,1.00,1.00,-3.51,105.85,664.15,1.96,-2.45,0.29,2.07,0.34,2.39,20.78,57.82,0.00,0.50,0.20,0.07,1.008
CdGeO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Ge,4,Ge,0.00,0.00,-3.89,0.00,762.10,0.00,-0.53,0.00,2.01,0.00,1.56,0.00,116.00,0.07,0.38,0.00,0.00,0.993
CdIrO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Ir,4,Ir,0.00,0.00,-5.66,0.00,878.00,0.00,-0.96,0.00,2.20,0.00,2.63,0.00,151.00,0.00,0.45,0.00,0.00,0.946
CdMoO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Mo,4,Mo,0.00,0.00,-4.23,0.00,684.90,0.00,-4.08,0.00,2.16,0.00,2.72,0.00,72.00,0.00,0.46,0.00,0.00,0.935
CdNbO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Nb,4,Nb,0.00,0.00,-4.62,0.00,663.80,0.00,-4.51,0.00,1.60,0.00,2.76,0.00,86.20,0.02,0.49,0.00,0.00,0.921
CdOsO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Os,4,Os,0.00,0.00,-6.04,0.00,839.40,0.00,-1.22,0.00,2.20,0.00,2.65,0.00,106.00,0.00,0.45,0.00,0.00,0.944
CdPbO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Pb,4,Pb,0.00,0.00,-3.50,0.00,715.50,0.00,-0.64,0.00,2.33,0.00,2.09,0.00,35.10,0.14,0.55,0.00,0.00,0.881
CdPdO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Pd,4,Pd,0.00,0.00,-4.02,0.00,804.70,0.00,-3.35,0.00,2.20,0.00,2.45,0.00,53.70,0.00,0.44,0.00,0.00,0.951
CdPrO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Pr,4,Pr,0.00,0.00,-3.06,0.00,523.00,0.00,-2.96,0.00,1.13,0.00,4.48,0.00,10.54,0.00,0.61,0.00,0.00,0.852
CdPtO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Pt,4,Pt,0.00,0.00,-5.28,0.00,868.40,0.00,-0.69,0.00,2.28,0.00,2.70,0.00,205.30,0.00,0.45,0.00,0.00,0.946
CdPtWAlO6,Cd,2,Pt,2,0.19,-5.47,0.35,868.05,0.24,-0.94,0.29,1.98,0.24,2.46,136.65,68.65,W,5,Al,0.90,0.90,-3.61,96.20,673.80,1.98,-2.43,0.37,1.98,0.53,2.21,17.30,61.30,0.00,0.41,0.03,0.03,0.985
CdReO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Re,4,Re,0.00,0.00,-5.38,0.00,760.30,0.00,-5.36,0.00,1.90,0.00,2.68,0.00,5.83,0.00,0.45,0.00,0.00,0.944
CdRhO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Rh,4,Rh,0.00,0.00,-3.59,0.00,719.80,0.00,-3.37,0.00,2.28,0.00,2.52,0.00,109.70,0.00,0.43,0.00,0.00,0.958
CdRuO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Ru,4,Ru,0.00,0.00,-3.58,0.00,711.10,0.00,-0.60,0.00,2.20,0.00,2.61,0.00,101.00,0.00,0.44,0.00,0.00,0.949
CdSeO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Se,4,Se,0.00,0.00,-6.51,0.00,940.90,0.00,-0.52,0.00,2.55,0.00,1.29,0.00,195.00,0.00,0.36,0.00,0.00,1.009
CdSnO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Sn,4,Sn,0.00,0.00,-3.69,0.00,708.60,0.00,-0.54,0.00,1.96,0.00,1.88,0.00,107.30,0.41,0.49,0.00,0.00,0.917
CdTaO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Ta,4,Ta,0.00,0.00,-3.65,0.00,761.30,0.00,-3.55,0.00,1.50,0.00,2.79,0.00,31.00,0.01,0.49,0.00,0.00,0.921
CdTcO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Tc,4,Tc,0.00,0.00,-3.94,0.00,702.40,0.00,-0.87,0.00,1.90,0.00,2.65,0.00,53.00,0.00,0.46,0.00,0.00,0.937
CdTeO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Te,4,Te,0.00,0.00,-5.95,0.00,869.20,0.00,-0.56,0.00,2.10,0.00,1.67,0.00,190.20,0.00,0.69,0.00,0.00,0.809
CdWO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,W,4,W,0.00,0.00,-4.51,0.00,770.00,0.00,-4.41,0.00,2.36,0.00,2.74,0.00,78.60,0.00,0.47,0.00,0.00,0.930
CdZrO3,Cd,2,Cd,2,0.00,-5.66,0.00,867.70,0.00,-1.18,0.00,1.69,0.00,2.22,0.00,-68.00,Zr,4,Zr,0.00,0.00,-3.67,0.00,660.00,0.00,-3.51,0.00,1.33,0.00,2.83,0.00,41.10,0.36,0.51,0.00,0.00,0.904
Ce2CoTmO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Co,4,Tm,1.20,1.20,-3.24,81.05,677.35,0.54,-1.38,0.31,1.57,0.79,2.81,17.60,81.40,0.00,0.56,0.00,0.18,0.910
Ce2LuCoO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Lu,3,Co,1.31,1.31,-3.13,117.45,640.95,0.43,-1.27,0.30,1.58,0.68,2.70,20.38,43.42,0.00,0.53,0.00,0.09,0.929
Ce2MoCdO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Mo,4,Cd,0.71,0.71,-4.95,91.40,776.30,1.45,-2.63,0.24,1.93,0.25,2.47,70.00,2.00,0.00,0.57,0.00,0.11,0.902
Ce2PrCoO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Pr,3,Co,0.69,0.69,-3.75,117.70,640.70,1.06,-1.90,0.38,1.51,1.23,3.25,26.63,37.17,0.00,0.57,0.00,0.14,0.902
Ce2TaAlO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Ta,3,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,0.00,0.45,0.00,0.07,0.979
Ce2TmCrO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Tm,3,Cr,1.19,1.19,-3.23,28.25,624.55,1.22,-3.14,0.20,1.46,0.58,3.02,17.35,81.65,0.00,0.53,0.00,0.09,0.924
Ce2WMgO6,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,W,4,Mg,0.10,0.10,-4.61,16.15,753.85,1.54,-2.87,0.52,1.84,0.35,2.38,59.30,19.30,0.00,0.49,0.00,0.02,0.949
CeAgAuTiO6,Ce,3,Ag,1,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Au,5,Ti,0.70,0.70,-5.06,116.05,774.05,1.73,-2.50,0.50,2.04,0.04,2.62,107.60,115.20,0.00,0.44,0.03,0.04,0.997
CeAgHfAuO6,Ce,3,Ag,2,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Hf,4,Au,1.49,1.49,-4.27,107.35,782.75,1.01,-1.77,0.62,1.92,0.13,2.79,102.90,119.90,0.00,0.56,0.01,0.05,0.908
CeAgMoCdO6,Ce,3,Ag,2,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Mo,5,Cd,0.71,0.71,-4.95,91.40,776.30,1.45,-2.63,0.24,1.93,0.25,2.47,70.00,2.00,0.09,0.56,0.01,0.12,0.908
CeAgO3,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Ag,3,Ag,0.00,0.00,-4.41,0.00,731.00,0.00,-0.73,0.00,1.93,0.00,2.38,0.00,125.70,0.00,0.54,0.00,0.00,0.923
CeAgReAuO6,Ce,4,Ag,1,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Re,4,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.53,0.10,0.08,0.909
CeAgTaAuO6,Ce,3,Ag,1,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Ta,5,Au,1.05,1.05,-4.71,64.40,825.70,1.39,-2.16,0.52,2.02,0.06,2.73,95.90,126.90,0.00,0.53,0.03,0.08,0.939
CeAgZrAuO6,Ce,3,Ag,2,2.20,-2.20,101.60,629.40,0.36,-0.36,0.40,1.53,1.06,3.44,37.85,87.85,Zr,4,Au,1.05,1.05,-4.71,115.05,775.05,1.37,-2.14,0.61,1.94,0.08,2.74,90.85,131.95,0.00,0.56,0.01,0.05,0.905
CeAlO3,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Al,3,Al,0.00,0.00,-2.71,0.00,577.60,0.00,-0.44,0.00,1.61,0.00,1.68,0.00,44.00,0.00,0.38,0.00,0.00,1.025
CeAsO3,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,As,3,As,0.00,0.00,-5.19,0.00,946.50,0.00,-0.53,0.00,2.18,0.00,1.42,0.00,78.00,0.00,0.41,0.00,0.00,1.002
CeAuO3,Ce,3,Ce,3,0.00,0.00,0.00,527.80,0.00,0.00,0.00,1.12,0.00,4.50,0.00,50.00,Au,3,Au,0.00,0.00,-5.76,0.00,890.10,0.00,-0.76,0.00,2.54,0.00,2.66,0.00,222.80,0.00,0.61,0.00,0.00,0.882
CeAuReSeO6,Ce,3,Au,1,2.88,-2.88,181.15,708.95,0.38,-0.38,0.71,1.83,0.92,3.58,86.40,136.40,Re,4,Se,0.56,0.56,-5.95,90.30,850.60,2.42,-2.94,0.32,2.22,0.70,1.98,94.59,100.41,0.00,0.40,0.12,0.05,1.068
CeBaCoInO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Co,4,In,0.96,0.96,-3.48,100.05,658.35,0.17,-0.67,0.05,1.83,0.01,2.04,13.38,50.42,0.15,0.48,0.07,0.10,0.996
CeBaCoLuO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Co,4,Lu,1.31,1.31,-3.13,117.45,640.95,0.43,-1.27,0.30,1.58,0.68,2.70,20.38,43.42,0.17,0.50,0.07,0.12,0.981
CeBaCoTmO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Co,4,Tm,1.20,1.20,-3.24,81.05,677.35,0.54,-1.38,0.31,1.57,0.79,2.81,17.60,81.40,0.07,0.50,0.07,0.13,0.977
CeBaCrGdO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Cr,4,Gd,1.12,1.12,-3.29,30.20,622.60,1.41,-2.94,0.23,1.43,0.74,3.18,25.54,38.76,0.00,0.53,0.07,0.14,0.959
CeBaHfCuO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Hf,4,Cu,0.92,0.92,-3.70,35.00,710.40,1.04,-1.73,0.30,1.60,0.44,2.48,50.75,67.75,0.00,0.45,0.07,0.06,1.015
CeBaHfTiO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Hf,4,Ti,0.80,0.80,-3.57,8.70,666.70,0.73,-3.50,0.12,1.42,0.17,2.75,4.70,12.30,0.00,0.49,0.07,0.01,0.984
CeBaInTaO6,Ce,4,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,In,3,Ta,0.57,0.57,-3.08,101.50,659.80,1.53,-2.02,0.14,1.64,0.37,2.42,3.02,34.02,0.00,0.54,0.14,0.03,0.920
CeBaMoCdO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Mo,5,Cd,0.71,0.71,-4.95,91.40,776.30,1.45,-2.63,0.24,1.93,0.25,2.47,70.00,2.00,0.00,0.56,0.07,0.12,0.943
CeBaNbInO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Nb,4,In,1.05,1.05,-3.57,52.75,611.05,2.01,-2.50,0.09,1.69,0.36,2.41,24.58,61.62,0.00,0.53,0.07,0.04,0.961
CeBaPrCuO6,Ce,4,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Pr,3,Cu,0.78,0.78,-3.83,111.20,634.20,1.13,-1.82,0.39,1.52,1.22,3.26,53.98,64.52,0.00,0.55,0.14,0.16,0.918
CeBaPtCdO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Pt,5,Cd,0.19,0.19,-5.47,0.35,868.05,0.24,-0.94,0.29,1.98,0.24,2.46,136.65,68.65,0.09,0.54,0.07,0.14,0.952
CeBaReAuO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Re,4,Au,0.19,0.19,-5.57,64.90,825.20,2.30,-3.06,0.32,2.22,0.01,2.67,108.49,114.31,0.00,0.53,0.07,0.08,0.961
CeBaTaAlO6,Ce,4,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Ta,3,Al,0.47,0.47,-3.18,91.85,669.45,1.55,-1.99,0.06,1.56,0.56,2.23,6.50,37.50,0.00,0.45,0.14,0.07,0.980
CeBaTaBiO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Ta,4,Bi,0.46,0.46,-4.11,29.00,732.30,1.43,-2.12,0.26,1.76,0.40,2.39,30.15,61.15,0.00,0.61,0.07,0.13,0.912
CeBaTaMgO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Ta,5,Mg,0.53,0.53,-4.18,11.80,749.50,1.11,-2.44,0.09,1.41,0.38,2.41,35.50,-4.50,0.08,0.49,0.07,0.03,0.989
CeBaTaScO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Ta,4,Sc,0.18,0.18,-3.47,65.15,696.15,0.18,-3.37,0.07,1.43,0.02,2.77,6.45,24.55,0.00,0.51,0.07,0.02,0.973
CeBaTcPrO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Tc,4,Pr,0.44,0.44,-3.50,89.70,612.70,1.04,-1.91,0.39,1.52,0.92,3.57,21.23,31.77,0.05,0.58,0.07,0.12,0.927
CeBaTmCrO6,Ce,4,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Tm,3,Cr,1.19,1.19,-3.23,28.25,624.55,1.22,-3.14,0.20,1.46,0.58,3.02,17.35,81.65,0.03,0.53,0.14,0.09,0.925
CeBaTmVO6,Ce,4,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,Tm,3,V,1.21,1.21,-3.26,27.00,623.30,1.22,-3.14,0.19,1.44,0.59,3.02,24.15,74.85,0.00,0.54,0.14,0.09,0.920
CeBaWAlO6,Ce,3,Ba,2,1.62,-1.62,12.45,515.35,1.01,-1.01,0.12,1.01,0.55,3.95,18.03,31.98,W,4,Al,0.90,0.90,-3.61,96.20,673.80,1.98,-2.43,0.37,1.98,0.53,2.21,17.30,61.30,0.00,0.43,0.07,0.04,1.029
